subject_id,class_name,image_id,image_path,roundtrip_image_path,source_group,reference_regime,hardness_axis,conditioning_key,conditioning_prompt,source_dataset,source_license_note
cat,cat,cat_cluttered_scene_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/cat/cat_cluttered_scene_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/cat/cat_cluttered_scene_00_seed_0001.png,base_generated_control,prompt_matched_generated,cluttered_scene,prompt_matched,a photo of a cat sitting beside a laptop on a desk,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
cat,cat,cat_background_heavy_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/cat/cat_background_heavy_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/cat/cat_background_heavy_00_seed_0000.png,base_generated_control,prompt_matched_generated,background_heavy,prompt_matched,a photo of a cat in a tree with a leafy background,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
cat,cat,cat_background_heavy_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/cat/cat_background_heavy_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/cat/cat_background_heavy_00_seed_0001.png,base_generated_control,prompt_matched_generated,background_heavy,prompt_matched,a photo of a cat in a tree with a leafy background,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
backpack,backpack,backpack_matched_context_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/backpack/backpack_matched_context_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/backpack/backpack_matched_context_00_seed_0000.png,base_generated_control,prompt_matched_generated,matched_context,prompt_matched,a photo of a person wearing a backpack,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
backpack,backpack,backpack_matched_context_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/backpack/backpack_matched_context_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/backpack/backpack_matched_context_00_seed_0001.png,base_generated_control,prompt_matched_generated,matched_context,prompt_matched,a photo of a person wearing a backpack,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
backpack,backpack,backpack_clean_object_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/backpack/backpack_clean_object_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/backpack/backpack_clean_object_00_seed_0000.png,base_generated_control,prompt_matched_generated,clean_object,prompt_matched,a photo of a backpack and luggage in a bedroom,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
backpack,backpack,backpack_clean_object_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/backpack/backpack_clean_object_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/backpack/backpack_clean_object_00_seed_0001.png,base_generated_control,prompt_matched_generated,clean_object,prompt_matched,a photo of a backpack and luggage in a bedroom,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
backpack,backpack,backpack_cluttered_scene_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/backpack/backpack_cluttered_scene_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/backpack/backpack_cluttered_scene_00_seed_0000.png,base_generated_control,prompt_matched_generated,cluttered_scene,prompt_matched,a photo of backpacks and luggage in a cluttered pile,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
backpack,backpack,backpack_cluttered_scene_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/backpack/backpack_cluttered_scene_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/backpack/backpack_cluttered_scene_00_seed_0001.png,base_generated_control,prompt_matched_generated,cluttered_scene,prompt_matched,a photo of backpacks and luggage in a cluttered pile,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
backpack,backpack,backpack_background_heavy_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/backpack/backpack_background_heavy_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/backpack/backpack_background_heavy_00_seed_0000.png,base_generated_control,prompt_matched_generated,background_heavy,prompt_matched,a photo of a small backpack in a forest scene,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
backpack,backpack,backpack_background_heavy_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/backpack/backpack_background_heavy_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/backpack/backpack_background_heavy_00_seed_0001.png,base_generated_control,prompt_matched_generated,background_heavy,prompt_matched,a photo of a small backpack in a forest scene,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
vase,vase,vase_clean_object_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/vase/vase_clean_object_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/vase/vase_clean_object_00_seed_0000.png,base_generated_control,prompt_matched_generated,clean_object,prompt_matched,a photo of a glass vase with flowers on a table,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
vase,vase,vase_clean_object_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/vase/vase_clean_object_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/vase/vase_clean_object_00_seed_0001.png,base_generated_control,prompt_matched_generated,clean_object,prompt_matched,a photo of a glass vase with flowers on a table,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
vase,vase,vase_matched_window_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/vase/vase_matched_window_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/vase/vase_matched_window_00_seed_0000.png,base_generated_control,prompt_matched_generated,matched_window,prompt_matched,a photo of a flower vase near a window,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
vase,vase,vase_matched_window_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/vase/vase_matched_window_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/vase/vase_matched_window_00_seed_0001.png,base_generated_control,prompt_matched_generated,matched_window,prompt_matched,a photo of a flower vase near a window,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
vase,vase,vase_cluttered_scene_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/vase/vase_cluttered_scene_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/vase/vase_cluttered_scene_00_seed_0000.png,base_generated_control,prompt_matched_generated,cluttered_scene,prompt_matched,a photo of multiple flower vases on a table,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
vase,vase,vase_cluttered_scene_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/vase/vase_cluttered_scene_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/vase/vase_cluttered_scene_00_seed_0001.png,base_generated_control,prompt_matched_generated,cluttered_scene,prompt_matched,a photo of multiple flower vases on a table,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
vase,vase,vase_background_heavy_00_seed_0000,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/vase/vase_background_heavy_00/seed_0000.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/vase/vase_background_heavy_00_seed_0000.png,base_generated_control,prompt_matched_generated,background_heavy,prompt_matched,a photo of many vases outdoors,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
vase,vase,vase_background_heavy_00_seed_0001,data/cache/off_prior_measurement_v0/generated_controls_stage15b_prompt_matched/vase/vase_background_heavy_00/seed_0001.png,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/base_generated_control/vase/vase_background_heavy_00_seed_0001.png,base_generated_control,prompt_matched_generated,background_heavy,prompt_matched,a photo of many vases outdoors,base_sd15_prompt_matched,generated locally from the ordinary-real prompt-matched description
dog,dog,dog_clean_object_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/dog/dog_clean_object_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/dog/dog_clean_object_00.png,ordinary_real_control,ordinary_clean_object,clean_object,prompt_matched,a photo of a dog standing outdoors on pavement,coco2017_val,COCO 2017 val image 000000029393; license id 4; prompt matched to visible dog outdoors; raw image cached locally and not committed
dog,dog,dog_matched_closeup_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/dog/dog_matched_closeup_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/dog/dog_matched_closeup_00.png,ordinary_real_control,ordinary_matched_closeup,matched_closeup,prompt_matched,a close-up photo of a dog near a bowl,coco2017_val,COCO 2017 val image 000000205834; license id 3; prompt matched to close-up dog near bowl; raw image cached locally and not committed
dog,dog,dog_cluttered_scene_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/dog/dog_cluttered_scene_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/dog/dog_cluttered_scene_00.png,ordinary_real_control,ordinary_cluttered_scene,cluttered_scene,prompt_matched,a photo of a dog in a cluttered indoor room,coco2017_val,COCO 2017 val image 000000446522; license id 4; prompt matched to indoor cluttered dog scene; raw image cached locally and not committed
dog,dog,dog_background_heavy_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/dog/dog_background_heavy_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/dog/dog_background_heavy_00.png,ordinary_real_control,ordinary_background_heavy,background_heavy,prompt_matched,a photo of a dog looking out of a car window,coco2017_val,COCO 2017 val image 000000520301; license id 3; prompt matched to dog in car-window scene; raw image cached locally and not committed
cat,cat,cat_matched_closeup_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/cat/cat_matched_closeup_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/cat/cat_matched_closeup_00.png,ordinary_real_control,ordinary_matched_closeup,matched_closeup,prompt_matched,a close-up photo of a cat lying on a bed,coco2017_val,COCO 2017 val image 000000291490; license id 1; prompt matched to close-up cat on bed; raw image cached locally and not committed
cat,cat,cat_clean_object_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/cat/cat_clean_object_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/cat/cat_clean_object_00.png,ordinary_real_control,ordinary_clean_object,clean_object,prompt_matched,a photo of a cat sitting in a bathroom sink,coco2017_val,COCO 2017 val image 000000181859; license id 4; prompt matched to cat in bathroom sink; raw image cached locally and not committed
cat,cat,cat_cluttered_scene_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/cat/cat_cluttered_scene_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/cat/cat_cluttered_scene_00.png,ordinary_real_control,ordinary_cluttered_scene,cluttered_scene,prompt_matched,a photo of a cat sitting beside a laptop on a desk,coco2017_val,COCO 2017 val image 000000403817; license id 3; prompt matched to cat beside laptop; raw image cached locally and not committed
cat,cat,cat_background_heavy_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/cat/cat_background_heavy_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/cat/cat_background_heavy_00.png,ordinary_real_control,ordinary_background_heavy,background_heavy,prompt_matched,a photo of a cat in a tree with a leafy background,coco2017_val,COCO 2017 val image 000000269314; license id 4; prompt matched to cat in tree; raw image cached locally and not committed
backpack,backpack,backpack_matched_context_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/backpack/backpack_matched_context_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/backpack/backpack_matched_context_00.png,ordinary_real_control,ordinary_matched_context,matched_context,prompt_matched,a photo of a person wearing a backpack,coco2017_val,COCO 2017 val image 000000545594; license id 1; prompt matched to person wearing backpack; raw image cached locally and not committed
backpack,backpack,backpack_clean_object_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/backpack/backpack_clean_object_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/backpack/backpack_clean_object_00.png,ordinary_real_control,ordinary_clean_object,clean_object,prompt_matched,a photo of a backpack and luggage in a bedroom,coco2017_val,COCO 2017 val image 000000370478; license id 1; prompt matched to backpack and luggage in bedroom; raw image cached locally and not committed
backpack,backpack,backpack_cluttered_scene_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/backpack/backpack_cluttered_scene_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/backpack/backpack_cluttered_scene_00.png,ordinary_real_control,ordinary_cluttered_scene,cluttered_scene,prompt_matched,a photo of backpacks and luggage in a cluttered pile,coco2017_val,COCO 2017 val image 000000351810; license id 1; prompt matched to pile of backpacks and luggage; raw image cached locally and not committed
backpack,backpack,backpack_background_heavy_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/backpack/backpack_background_heavy_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/backpack/backpack_background_heavy_00.png,ordinary_real_control,ordinary_background_heavy,background_heavy,prompt_matched,a photo of a small backpack in a forest scene,coco2017_val,COCO 2017 val image 000000472030; license id 3; prompt matched to small backpack in forest; raw image cached locally and not committed
vase,vase,vase_clean_object_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/vase/vase_clean_object_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/vase/vase_clean_object_00.png,ordinary_real_control,ordinary_clean_object,clean_object,prompt_matched,a photo of a glass vase with flowers on a table,coco2017_val,COCO 2017 val image 000000168458; license id 3; prompt matched to glass vase with flowers on table; raw image cached locally and not committed
vase,vase,vase_matched_window_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/vase/vase_matched_window_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/vase/vase_matched_window_00.png,ordinary_real_control,ordinary_matched_window,matched_window,prompt_matched,a photo of a flower vase near a window,coco2017_val,COCO 2017 val image 000000512194; license id 2; prompt matched to flower vase near window; raw image cached locally and not committed
vase,vase,vase_cluttered_scene_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/vase/vase_cluttered_scene_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/vase/vase_cluttered_scene_00.png,ordinary_real_control,ordinary_cluttered_scene,cluttered_scene,prompt_matched,a photo of multiple flower vases on a table,coco2017_val,COCO 2017 val image 000000213224; license id 4; prompt matched to multiple flower vases on table; raw image cached locally and not committed
vase,vase,vase_background_heavy_00,data/cache/off_prior_measurement_v0/ordinary_real_controls/stage15a/vase/vase_background_heavy_00.jpg,data/cache/off_prior_measurement_v0/source_decomp_stage15b_prompt_matched_roundtrip/ordinary_real_control/vase/vase_background_heavy_00.png,ordinary_real_control,ordinary_background_heavy,background_heavy,prompt_matched,a photo of many vases outdoors,coco2017_val,COCO 2017 val image 000000370042; license id 3; prompt matched to many outdoor vases; raw image cached locally and not committed
